MoveIt! version 65804
Experiment unfurl
Running on ML003
Starting at 2023-Jun-23 13:47:58.866491
<<<|
|>>>
0 is the random seed
30 seconds per run
-1 MB per run
1.58049 seconds spent to collect the data
0 enum types
4 planners
rrtconnect
0 common properties
20 properties for each run
time REAL
success BOOLEAN
correct BOOLEAN
length REAL
machine_hostname VARCHAR(128)
machine_process_id BIGINT
machine_thread_id BIGINT
query_finish_time REAL
query_index INT
query_start_time REAL
query_timeout_trial INT
query_trial INT
request_group_name VARCHAR(128)
request_num_planning_attempts INT
request_planner_id VARCHAR(128)
request_planner_type VARCHAR(128)
robowflex_planner_name VARCHAR(128)
robowflex_robot_name VARCHAR(128)
smoothness REAL
waypoints INT
200 runs
0.00725; 0; 0; 0; ML003; 17722; 140548090627840; 0.0074440000000000001; 0; 0.000194; 0; 1; manipulator; 1; RRTConnectkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007451; 0; 0; 0; ML003; 17722; 140548099020544; 1.352849; 6; 1.3453980000000001; 0; 87; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006835; 0; 0; 0; ML003; 17722; 140548073842432; 1.3549070000000001; 6; 1.3480719999999999; 0; 88; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00684; 0; 0; 0; ML003; 17722; 140548082235136; 1.355893; 6; 1.3490530000000001; 0; 89; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006666; 0; 0; 0; ML003; 17722; 140548090627840; 1.3569420000000001; 6; 1.350276; 0; 90; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006746; 0; 0; 0; ML003; 17722; 140548099020544; 1.3596509999999999; 6; 1.352905; 0; 91; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006827; 0; 0; 0; ML003; 17722; 140548073842432; 1.361812; 6; 1.3549850000000001; 0; 92; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006735; 0; 0; 0; ML003; 17722; 140548082235136; 1.3626799999999999; 6; 1.355945; 0; 93; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007087; 0; 0; 0; ML003; 17722; 140548090627840; 1.364087; 6; 1.357; 0; 94; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.0069; 0; 0; 0; ML003; 17722; 140548099020544; 1.3665959999999999; 6; 1.359696; 0; 95; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007235; 0; 0; 0; ML003; 17722; 140548073842432; 1.369122; 6; 1.3618870000000001; 0; 96; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007766; 0; 0; 0; ML003; 17722; 140548082235136; 1.3704970000000001; 6; 1.3627309999999999; 0; 97; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00691; 0; 0; 0; ML003; 17722; 140548090627840; 1.371054; 6; 1.364144; 0; 98; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007182; 0; 0; 0; ML003; 17722; 140548099020544; 1.373853; 6; 1.366671; 0; 99; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006786; 0; 0; 0; ML003; 17722; 140548073842432; 1.3759619999999999; 7; 1.3691759999999999; 0; 0; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006489; 0; 0; 0; ML003; 17722; 140548082235136; 1.3770359999999999; 7; 1.370547; 0; 1; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006883; 0; 0; 0; ML003; 17722; 140548090627840; 1.3779969999999999; 7; 1.3711139999999999; 0; 2; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007377; 0; 0; 0; ML003; 17722; 140548099020544; 1.3813; 7; 1.373923; 0; 3; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00659; 0; 0; 0; ML003; 17722; 140548082235136; 1.3836679999999999; 7; 1.377078; 0; 5; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.008373; 0; 0; 0; ML003; 17722; 140548073842432; 1.3844069999999999; 7; 1.376034; 0; 4; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006795; 0; 0; 0; ML003; 17722; 140548090627840; 1.3848510000000001; 7; 1.3780559999999999; 0; 6; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006437; 0; 0; 0; ML003; 17722; 140548099020544; 1.3877870000000001; 7; 1.3813500000000001; 0; 7; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006698; 0; 0; 0; ML003; 17722; 140548082235136; 1.3904270000000001; 7; 1.383729; 0; 8; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006832; 0; 0; 0; ML003; 17722; 140548073842432; 1.391311; 7; 1.384479; 0; 9; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00693; 0; 0; 0; ML003; 17722; 140548090627840; 1.39184; 7; 1.3849100000000001; 0; 10; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006488; 0; 0; 0; ML003; 17722; 140548099020544; 1.394323; 7; 1.3878349999999999; 0; 11; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006698; 0; 0; 0; ML003; 17722; 140548082235136; 1.3971830000000001; 7; 1.390485; 0; 12; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006621; 0; 0; 0; ML003; 17722; 140548090627840; 1.398512; 7; 1.391891; 0; 14; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007387; 0; 0; 0; ML003; 17722; 140548073842432; 1.398766; 7; 1.3913789999999999; 0; 13; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00702; 0; 0; 0; ML003; 17722; 140548099020544; 1.4014150000000001; 7; 1.3943950000000001; 0; 15; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006944; 0; 0; 0; ML003; 17722; 140548082235136; 1.4041790000000001; 7; 1.397235; 0; 16; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006914; 0; 0; 0; ML003; 17722; 140548090627840; 1.40547; 7; 1.3985559999999999; 0; 17; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.008334; 0; 0; 0; ML003; 17722; 140548073842432; 1.407157; 7; 1.3988229999999999; 0; 18; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006864; 0; 0; 0; ML003; 17722; 140548099020544; 1.4083639999999999; 7; 1.4015; 0; 19; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006763; 0; 0; 0; ML003; 17722; 140548082235136; 1.4109959999999999; 7; 1.4042330000000001; 0; 20; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007542; 0; 0; 0; ML003; 17722; 140548099020544; 1.4159759999999999; 7; 1.408434; 0; 23; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011223; 0; 0; 0; ML003; 17722; 140548090627840; 1.416763; 7; 1.40554; 0; 21; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006924; 0; 0; 0; ML003; 17722; 140548082235136; 1.417994; 7; 1.41107; 0; 24; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011519; 0; 0; 0; ML003; 17722; 140548073842432; 1.4187510000000001; 7; 1.407232; 0; 22; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007109; 0; 0; 0; ML003; 17722; 140548099020544; 1.4231819999999999; 7; 1.4160729999999999; 0; 25; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007096; 0; 0; 0; ML003; 17722; 140548082235136; 1.4251780000000001; 7; 1.4180820000000001; 0; 27; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011773; 0; 0; 0; ML003; 17722; 140548090627840; 1.4286509999999999; 7; 1.4168780000000001; 0; 26; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.010973; 0; 0; 0; ML003; 17722; 140548073842432; 1.429808; 7; 1.4188350000000001; 0; 28; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00689; 0; 0; 0; ML003; 17722; 140548099020544; 1.4301299999999999; 7; 1.4232400000000001; 0; 29; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006756; 0; 0; 0; ML003; 17722; 140548082235136; 1.4320090000000001; 7; 1.4252530000000001; 0; 30; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007904; 0; 0; 0; ML003; 17722; 140548099020544; 1.4381159999999999; 7; 1.430212; 0; 33; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006786; 0; 0; 0; ML003; 17722; 140548082235136; 1.4388510000000001; 7; 1.4320649999999999; 0; 34; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011469; 0; 0; 0; ML003; 17722; 140548090627840; 1.4402159999999999; 7; 1.428747; 0; 31; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011968; 0; 0; 0; ML003; 17722; 140548073842432; 1.441862; 7; 1.429894; 0; 32; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007051; 0; 0; 0; ML003; 17722; 140548082235136; 1.4459880000000001; 7; 1.4389369999999999; 0; 36; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.008089; 0; 0; 0; ML003; 17722; 140548099020544; 1.446315; 7; 1.438226; 0; 35; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011159; 0; 0; 0; ML003; 17722; 140548090627840; 1.451446; 7; 1.4402870000000001; 0; 37; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00677; 0; 0; 0; ML003; 17722; 140548099020544; 1.453155; 7; 1.446385; 0; 40; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011361; 0; 0; 0; ML003; 17722; 140548073842432; 1.453317; 7; 1.441956; 0; 38; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007422; 0; 0; 0; ML003; 17722; 140548082235136; 1.4534720000000001; 7; 1.4460500000000001; 0; 39; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006942; 0; 0; 0; ML003; 17722; 140548099020544; 1.4601770000000001; 7; 1.4532350000000001; 0; 42; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00677; 0; 0; 0; ML003; 17722; 140548082235136; 1.460331; 7; 1.4535610000000001; 0; 44; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011929; 0; 0; 0; ML003; 17722; 140548090627840; 1.4634739999999999; 7; 1.4515450000000001; 0; 41; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011232; 0; 0; 0; ML003; 17722; 140548073842432; 1.4647300000000001; 7; 1.453498; 0; 43; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007159; 0; 0; 0; ML003; 17722; 140548082235136; 1.4676400000000001; 7; 1.4604809999999999; 0; 46; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007778; 0; 0; 0; ML003; 17722; 140548099020544; 1.4680610000000001; 7; 1.460283; 0; 45; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006967; 0; 0; 0; ML003; 17722; 140548082235136; 1.474693; 7; 1.4677260000000001; 0; 49; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011267; 0; 0; 0; ML003; 17722; 140548090627840; 1.47481; 7; 1.463543; 0; 47; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00674; 0; 0; 0; ML003; 17722; 140548099020544; 1.4748730000000001; 7; 1.4681329999999999; 0; 50; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011353; 0; 0; 0; ML003; 17722; 140548073842432; 1.476154; 7; 1.464801; 0; 48; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00664; 0; 0; 0; ML003; 17722; 140548099020544; 1.481619; 7; 1.474979; 0; 52; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00717; 0; 0; 0; ML003; 17722; 140548082235136; 1.481919; 7; 1.4747490000000001; 0; 51; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011553; 0; 0; 0; ML003; 17722; 140548090627840; 1.4865539999999999; 7; 1.475001; 0; 53; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011491; 0; 0; 0; ML003; 17722; 140548073842432; 1.487717; 7; 1.476226; 0; 54; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006528; 0; 0; 0; ML003; 17722; 140548099020544; 1.4881960000000001; 7; 1.481668; 0; 55; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006725; 0; 0; 0; ML003; 17722; 140548082235136; 1.4886999999999999; 7; 1.481975; 0; 56; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006582; 0; 0; 0; ML003; 17722; 140548099020544; 1.49482; 7; 1.4882379999999999; 0; 59; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006755; 0; 0; 0; ML003; 17722; 140548082235136; 1.4955099999999999; 7; 1.4887550000000001; 0; 60; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011713; 0; 0; 0; ML003; 17722; 140548090627840; 1.498362; 7; 1.4866490000000001; 0; 57; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011267; 0; 0; 0; ML003; 17722; 140548073842432; 1.4990540000000001; 7; 1.487787; 0; 58; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00656; 0; 0; 0; ML003; 17722; 140548099020544; 1.501422; 7; 1.4948619999999999; 0; 61; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006956; 0; 0; 0; ML003; 17722; 140548082235136; 1.5025409999999999; 7; 1.4955849999999999; 0; 62; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006492; 0; 0; 0; ML003; 17722; 140548099020544; 1.5079819999999999; 7; 1.50149; 0; 65; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006859; 0; 0; 0; ML003; 17722; 140548082235136; 1.5094730000000001; 7; 1.5026139999999999; 0; 66; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011823; 0; 0; 0; ML003; 17722; 140548090627840; 1.510257; 7; 1.498434; 0; 63; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011442; 0; 0; 0; ML003; 17722; 140548073842432; 1.5105660000000001; 7; 1.4991239999999999; 0; 64; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007446; 0; 0; 0; ML003; 17722; 140548099020544; 1.5154799999999999; 7; 1.5080340000000001; 0; 67; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007071; 0; 0; 0; ML003; 17722; 140548082235136; 1.5166010000000001; 7; 1.50953; 0; 68; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011736; 0; 0; 0; ML003; 17722; 140548090627840; 1.522087; 7; 1.510351; 0; 69; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006717; 0; 0; 0; ML003; 17722; 140548099020544; 1.522249; 7; 1.5155320000000001; 0; 71; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011665; 0; 0; 0; ML003; 17722; 140548073842432; 1.5223249999999999; 7; 1.5106599999999999; 0; 70; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006819; 0; 0; 0; ML003; 17722; 140548082235136; 1.5235019999999999; 7; 1.516683; 0; 72; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006614; 0; 0; 0; ML003; 17722; 140548099020544; 1.529007; 7; 1.5223930000000001; 0; 74; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006861; 0; 0; 0; ML003; 17722; 140548082235136; 1.5304169999999999; 7; 1.5235559999999999; 0; 76; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011064; 0; 0; 0; ML003; 17722; 140548073842432; 1.533506; 7; 1.5224420000000001; 0; 75; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011872; 0; 0; 0; ML003; 17722; 140548090627840; 1.5340549999999999; 7; 1.5221830000000001; 0; 73; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007289; 0; 0; 0; ML003; 17722; 140548099020544; 1.5363500000000001; 7; 1.529061; 0; 77; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006896; 0; 0; 0; ML003; 17722; 140548082235136; 1.5374129999999999; 7; 1.5305169999999999; 0; 78; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006739; 0; 0; 0; ML003; 17722; 140548099020544; 1.543161; 7; 1.536422; 0; 81; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006827; 0; 0; 0; ML003; 17722; 140548082235136; 1.544297; 7; 1.5374699999999999; 0; 82; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011074; 0; 0; 0; ML003; 17722; 140548073842432; 1.544651; 7; 1.533577; 0; 79; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011221; 0; 0; 0; ML003; 17722; 140548090627840; 1.5453730000000001; 7; 1.534152; 0; 80; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007434; 0; 0; 0; ML003; 17722; 140548099020544; 1.550646; 7; 1.543212; 0; 83; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007584; 0; 0; 0; ML003; 17722; 140548082235136; 1.551939; 7; 1.5443549999999999; 0; 84; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011824; 0; 0; 0; ML003; 17722; 140548073842432; 1.556546; 7; 1.5447219999999999; 0; 85; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011906; 0; 0; 0; ML003; 17722; 140548090627840; 1.5573710000000001; 7; 1.5454650000000001; 0; 86; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006652; 0; 0; 0; ML003; 17722; 140548099020544; 1.55741; 7; 1.5507580000000001; 0; 87; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007054; 0; 0; 0; ML003; 17722; 140548082235136; 1.55905; 7; 1.5519959999999999; 0; 88; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007014; 0; 0; 0; ML003; 17722; 140548073842432; 1.5636559999999999; 7; 1.5566420000000001; 0; 89; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007529; 0; 0; 0; ML003; 17722; 140548099020544; 1.565008; 7; 1.5574790000000001; 0; 91; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007967; 0; 0; 0; ML003; 17722; 140548090627840; 1.5654790000000001; 7; 1.557512; 0; 90; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00713; 0; 0; 0; ML003; 17722; 140548082235136; 1.566238; 7; 1.5591079999999999; 0; 92; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006574; 0; 0; 0; ML003; 17722; 140548073842432; 1.5702860000000001; 7; 1.563712; 0; 93; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006591; 0; 0; 0; ML003; 17722; 140548099020544; 1.571658; 7; 1.565067; 0; 94; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00704; 0; 0; 0; ML003; 17722; 140548082235136; 1.5733299999999999; 7; 1.56629; 0; 96; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007818; 0; 0; 0; ML003; 17722; 140548090627840; 1.573369; 7; 1.5655509999999999; 0; 95; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006679; 0; 0; 0; ML003; 17722; 140548073842432; 1.577027; 7; 1.5703480000000001; 0; 97; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006787; 0; 0; 0; ML003; 17722; 140548099020544; 1.5784940000000001; 7; 1.571707; 0; 98; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007033; 0; 0; 0; ML003; 17722; 140548082235136; 1.580438; 7; 1.5734049999999999; 0; 99; manipulator; 1; ESTkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
.
